school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,20.0,R,LE3,A,0,1,other,health,course,father,4,4,1,yes,no,yes,yes,yes,yes,yes,no,3,2,4,5,4,3,25,6,17,15.0
MS,F,18.0,R,GT3,A,4,2,teacher,services,reputation,mother,3,4,1,yes,yes,no,yes,no,no,no,yes,1,5,5,5,5,5,27,4,0,3.0
GP,M,20.0,U,GT3,A,4,2,other,services,reputation,other,1,2,0,yes,no,yes,no,yes,no,no,yes,4,5,1,4,4,1,67,2,8,10.0
GP,F,19.0,R,GT3,T,3,4,teacher,at_home,reputation,mother,4,4,3,yes,no,no,yes,no,no,yes,yes,4,4,4,1,3,4,21,14,9,4.0
GP,F,20.0,U,GT3,A,1,3,health,teacher,other,other,4,4,0,yes,yes,no,no,no,no,no,yes,3,5,2,5,4,1,87,2,13,4.0
GP,F,22.0,U,LE3,T,0,2,at_home,health,other,other,3,1,3,yes,no,no,yes,no,yes,yes,no,4,2,3,3,1,1,1,3,12,12.0
MS,M,22.0,U,LE3,A,2,4,health,at_home,reputation,father,3,4,3,yes,no,yes,no,yes,no,no,yes,4,4,2,5,4,3,50,8,0,2.0
GP,F,22.0,U,GT3,A,1,2,services,health,course,other,3,2,2,no,no,no,yes,yes,yes,no,yes,4,5,1,1,4,4,64,9,18,10.0
MS,M,19.0,U,GT3,A,1,0,other,teacher,reputation,other,3,4,0,no,no,yes,yes,yes,yes,yes,no,3,4,2,5,5,2,76,2,20,11.0
GP,M,21.0,U,LE3,T,3,2,services,at_home,reputation,father,3,3,2,yes,no,yes,yes,no,yes,yes,yes,2,3,2,5,5,5,92,0,9,4.0
GP,F,21.0,R,LE3,A,1,2,services,at_home,home,mother,4,3,0,no,yes,no,no,yes,no,no,no,5,2,4,2,3,5,67,16,14,19.0
GP,F,15.0,R,GT3,T,1,4,other,services,other,other,2,3,3,yes,no,yes,yes,no,no,no,no,4,5,1,1,5,1,15,12,11,16.0
GP,M,17.0,R,GT3,A,2,1,other,teacher,course,father,2,2,3,no,no,no,yes,yes,no,no,yes,4,2,1,5,3,1,0,10,3,18.0
GP,F,15.0,R,GT3,A,4,2,other,other,course,father,1,3,1,yes,no,no,yes,no,no,no,no,3,2,5,5,3,3,74,1,9,15.0
GP,F,18.0,R,GT3,A,0,3,at_home,teacher,reputation,other,3,4,3,yes,yes,no,no,no,yes,no,yes,5,1,2,4,5,1,39,8,10,20.0
MS,M,21.0,U,LE3,T,1,4,at_home,services,other,other,3,4,1,no,no,no,no,yes,no,no,yes,1,1,1,2,4,1,17,9,12,20.0
GP,F,21.0,R,GT3,T,4,0,health,services,other,other,4,2,2,no,yes,no,no,no,no,yes,no,5,3,4,5,5,3,7,3,10,11.0
GP,M,19.0,U,LE3,A,1,1,other,teacher,course,mother,2,4,3,yes,yes,yes,yes,yes,yes,yes,no,5,3,2,4,2,5,85,5,5,14.0
GP,F,15.0,R,GT3,T,4,2,teacher,teacher,reputation,other,2,3,0,no,no,no,yes,yes,yes,yes,yes,2,2,5,2,2,5,41,18,6,1.0
MS,F,22.0,U,GT3,T,2,2,health,health,home,mother,4,3,1,no,yes,no,yes,yes,yes,no,yes,2,3,3,3,4,4,4,15,0,4.0
GP,M,20.0,R,GT3,A,2,3,health,teacher,other,father,4,4,0,no,no,no,yes,no,no,yes,yes,2,3,4,4,1,2,51,1,15,19.0
MS,M,20.0,U,GT3,T,3,2,other,other,reputation,mother,1,2,3,yes,yes,yes,yes,yes,yes,no,no,1,2,5,5,2,3,78,6,9,17.0
MS,F,15.0,U,GT3,A,3,3,health,health,other,other,3,3,3,no,yes,yes,no,yes,yes,yes,no,2,4,2,3,2,1,40,9,19,2.0
GP,M,19.0,R,GT3,A,2,2,at_home,at_home,home,father,3,2,0,yes,no,no,yes,no,yes,no,no,1,1,3,5,4,5,56,12,0,9.0
GP,M,19.0,U,GT3,T,3,4,other,health,other,father,3,1,2,no,no,yes,yes,no,yes,no,yes,3,3,2,3,4,1,38,7,2,13.0
MS,F,18.0,U,GT3,T,2,2,services,at_home,other,other,1,3,3,yes,no,no,yes,yes,no,no,yes,4,1,1,4,3,3,47,6,18,11.0
GP,M,17.0,R,LE3,T,2,4,health,health,course,mother,1,2,3,yes,no,no,yes,yes,no,yes,no,2,3,1,5,4,3,60,7,7,19.0
MS,M,21.0,R,LE3,A,2,2,teacher,health,course,other,1,1,1,yes,no,yes,no,no,yes,no,yes,3,1,5,2,1,5,25,14,18,2.0
GP,F,22.0,R,LE3,A,3,3,teacher,health,course,other,4,2,0,yes,yes,yes,no,yes,yes,no,no,4,5,2,5,3,3,33,11,5,9.0
GP,F,16.0,U,GT3,A,3,3,services,teacher,other,mother,1,3,0,no,no,no,no,yes,yes,no,yes,2,1,3,1,4,4,60,5,13,14.0
GP,M,18.0,U,LE3,T,0,1,other,teacher,other,mother,4,2,1,no,yes,no,no,no,no,no,no,4,5,2,3,1,4,1,20,15,12.0
GP,F,15.0,R,LE3,T,4,3,other,at_home,other,other,2,3,0,no,yes,no,yes,yes,no,yes,no,3,5,1,2,4,3,15,2,9,7.0
GP,M,20.0,U,LE3,A,0,3,services,teacher,other,father,4,2,0,yes,yes,no,no,no,no,yes,no,1,1,1,5,2,4,35,1,19,13.0
GP,M,22.0,R,GT3,T,2,0,health,teacher,home,father,3,3,2,no,yes,yes,no,no,no,no,no,5,4,3,3,5,3,89,6,9,0.0
MS,F,19.0,U,LE3,A,0,4,services,other,home,mother,4,3,1,no,yes,yes,yes,yes,yes,no,yes,4,3,2,1,3,3,31,4,12,5.0
GP,F,15.0,R,LE3,A,2,4,teacher,other,reputation,father,4,3,2,no,yes,no,no,yes,no,yes,yes,2,4,1,3,3,2,3,6,10,15.0
GP,M,18.0,R,GT3,A,0,1,teacher,health,course,other,3,2,2,no,yes,yes,no,yes,no,no,yes,4,2,5,5,2,1,57,15,17,0.0
GP,F,16.0,U,LE3,T,2,1,teacher,services,home,mother,1,3,3,yes,yes,no,no,no,no,no,yes,5,1,2,2,3,5,56,19,11,12.0
MS,F,16.0,R,LE3,T,0,1,other,teacher,reputation,father,2,4,0,yes,no,yes,no,no,no,no,yes,4,4,3,1,4,5,88,15,11,17.0
MS,F,19.0,U,LE3,T,1,3,teacher,teacher,reputation,mother,4,2,2,yes,no,no,no,no,yes,yes,no,5,1,5,3,4,2,54,20,16,5.0
MS,F,16.0,U,GT3,A,4,3,services,other,home,mother,2,3,1,no,yes,yes,no,yes,yes,yes,yes,2,3,3,2,1,5,51,4,16,5.0
GP,F,17.0,U,GT3,T,3,2,health,other,other,other,2,1,0,yes,yes,no,no,yes,no,yes,no,1,5,2,1,4,5,40,15,9,17.0
GP,F,16.0,U,GT3,T,4,3,health,health,home,other,1,3,2,no,yes,no,no,yes,yes,yes,no,1,3,2,4,4,2,53,16,8,11.0
GP,F,21.0,R,GT3,A,4,2,at_home,services,course,other,1,3,0,no,yes,no,yes,no,yes,no,yes,5,1,1,4,3,1,44,7,0,17.0
MS,M,17.0,U,LE3,T,1,0,other,at_home,home,other,3,2,3,yes,no,no,yes,no,yes,yes,yes,1,5,5,3,4,3,22,7,9,19.0
GP,M,15.0,R,GT3,T,1,4,services,at_home,course,father,1,1,3,yes,yes,yes,yes,yes,yes,yes,yes,1,3,3,4,4,1,7,18,5,20.0
MS,F,19.0,R,LE3,A,0,3,services,other,home,mother,1,2,2,yes,yes,no,yes,no,no,yes,yes,3,3,4,4,3,2,16,11,4,6.0
GP,F,19.0,U,LE3,T,2,1,services,other,home,other,3,2,3,yes,no,no,yes,yes,yes,no,no,1,4,5,3,3,1,60,3,4,1.0
MS,F,16.0,U,GT3,T,2,0,at_home,services,course,other,3,1,1,no,yes,yes,yes,yes,no,no,yes,2,3,5,3,3,3,12,10,15,8.0
GP,M,15.0,R,LE3,A,0,0,teacher,teacher,course,father,3,3,3,yes,no,no,yes,yes,yes,yes,no,4,3,4,3,5,3,32,2,16,15.0
GP,M,19.0,R,LE3,A,4,0,services,teacher,course,mother,3,3,2,yes,no,no,yes,yes,yes,no,yes,5,5,4,4,3,4,86,16,2,10.0
GP,M,20.0,U,GT3,T,4,2,health,services,course,mother,4,3,0,no,no,no,no,yes,yes,yes,yes,5,2,1,2,1,2,6,11,1,14.0
MS,M,21.0,R,GT3,A,1,4,services,teacher,home,mother,3,1,2,yes,yes,yes,yes,no,no,yes,yes,2,3,1,3,3,5,25,7,0,15.0
MS,F,18.0,U,GT3,A,4,3,teacher,other,home,other,2,3,2,no,yes,no,no,no,yes,no,yes,3,3,3,1,4,2,6,3,16,11.0
GP,F,19.0,R,LE3,T,0,4,health,other,home,other,2,1,0,no,yes,no,yes,no,yes,no,no,4,3,1,1,2,2,75,3,13,19.0
MS,M,19.0,U,GT3,A,3,3,teacher,services,course,mother,2,3,3,no,no,yes,yes,no,no,no,no,4,3,2,2,4,3,34,19,3,12.0
MS,M,18.0,R,GT3,T,1,1,at_home,health,reputation,father,2,2,0,no,no,yes,yes,yes,yes,yes,no,1,5,4,2,4,4,58,15,1,20.0
GP,M,20.0,R,LE3,A,4,4,services,teacher,home,father,2,4,1,no,no,yes,no,no,no,yes,no,5,1,2,5,5,1,38,3,16,20.0
MS,M,18.0,R,GT3,T,4,1,at_home,at_home,home,father,3,2,2,no,no,no,no,no,no,yes,yes,4,3,1,3,5,3,20,6,9,6.0
MS,F,20.0,R,LE3,A,2,3,teacher,teacher,other,father,4,1,3,yes,no,no,no,yes,yes,no,no,5,4,2,3,2,3,40,13,5,14.0
MS,F,19.0,R,LE3,A,1,4,services,health,other,mother,1,4,2,yes,no,no,no,no,no,no,no,3,4,2,4,5,2,26,15,9,1.0
GP,M,21.0,U,LE3,T,3,1,health,other,home,other,4,4,3,yes,no,no,no,no,no,no,no,2,3,5,3,5,5,90,14,12,13.0
MS,M,15.0,U,LE3,T,2,2,services,teacher,course,mother,2,3,3,yes,yes,no,yes,yes,yes,no,yes,2,3,4,4,1,4,49,16,3,11.0
GP,F,17.0,U,GT3,A,2,3,teacher,health,course,mother,3,2,1,no,yes,yes,no,yes,no,yes,yes,3,3,2,1,5,3,37,17,16,1.0
GP,M,20.0,R,GT3,A,3,0,services,other,other,mother,1,2,1,yes,yes,yes,yes,no,no,yes,no,5,3,4,1,1,4,37,20,5,11.0
MS,M,15.0,R,LE3,T,1,2,teacher,services,other,mother,3,3,3,no,yes,no,yes,no,no,yes,no,2,5,5,1,3,1,44,9,20,1.0
MS,M,15.0,R,LE3,A,2,4,services,at_home,other,father,2,1,1,no,yes,yes,no,yes,no,no,yes,2,1,4,4,2,3,26,8,10,12.0
MS,M,19.0,U,LE3,A,3,1,teacher,at_home,reputation,mother,1,2,0,yes,yes,no,no,no,yes,no,yes,2,3,3,3,2,4,27,15,5,4.0
GP,M,16.0,U,GT3,T,4,3,other,other,home,mother,4,1,1,yes,no,yes,yes,no,yes,yes,yes,2,3,5,3,5,1,5,2,0,11.0
GP,M,17.0,R,GT3,T,2,3,at_home,teacher,reputation,father,4,4,2,yes,yes,no,no,yes,yes,yes,no,3,4,2,5,4,4,34,9,17,13.0
GP,M,18.0,R,GT3,A,0,3,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,no,no,no,5,3,2,3,1,4,46,1,13,17.0
MS,F,16.0,R,LE3,T,2,0,teacher,teacher,course,mother,2,4,3,no,no,no,yes,yes,yes,yes,yes,2,4,4,1,3,4,4,13,2,19.0
MS,M,16.0,R,GT3,A,2,0,health,services,other,mother,4,1,1,no,no,yes,yes,yes,yes,yes,no,5,4,5,2,2,5,56,12,12,11.0
MS,M,19.0,U,LE3,A,2,4,other,health,home,mother,2,1,3,no,no,yes,no,yes,yes,yes,no,3,4,4,5,3,5,78,18,17,20.0
GP,F,18.0,U,LE3,A,3,0,services,teacher,other,father,4,1,2,yes,yes,yes,no,no,yes,no,no,3,3,4,1,2,3,73,9,17,16.0
GP,F,15.0,R,GT3,A,4,4,services,teacher,course,other,3,3,2,yes,yes,no,yes,yes,yes,no,no,2,1,1,4,2,5,59,13,17,8.0
MS,M,16.0,U,GT3,T,1,1,health,health,course,father,1,2,2,yes,yes,yes,no,yes,no,no,yes,3,3,4,4,1,2,15,0,7,15.0
GP,M,19.0,R,GT3,A,1,3,at_home,at_home,other,mother,1,3,0,no,no,no,yes,yes,no,no,no,1,3,2,4,4,1,40,14,18,0.0
GP,F,20.0,R,LE3,A,4,0,health,health,reputation,father,2,4,1,no,yes,no,yes,no,no,yes,no,4,2,4,4,5,3,39,9,18,1.0
MS,M,16.0,U,GT3,A,0,4,other,services,other,other,3,3,0,yes,yes,no,yes,yes,yes,no,no,5,1,2,2,2,2,70,5,4,18.0
MS,F,17.0,R,LE3,A,0,0,at_home,teacher,course,other,2,4,2,yes,no,yes,yes,yes,yes,no,no,2,3,1,3,5,2,20,6,2,7.0
GP,F,21.0,U,GT3,T,0,4,teacher,health,reputation,mother,1,3,2,yes,no,no,no,no,yes,yes,yes,2,4,1,1,4,4,6,6,17,8.0
GP,F,18.0,R,GT3,A,2,3,at_home,services,reputation,other,2,2,2,no,no,yes,yes,yes,yes,yes,yes,3,2,5,1,4,1,82,3,7,14.0
GP,M,19.0,U,LE3,T,4,1,health,other,home,mother,2,3,0,yes,yes,no,no,no,yes,yes,yes,4,4,3,2,1,2,24,6,5,1.0
GP,F,17.0,R,GT3,A,4,0,services,teacher,other,other,4,4,2,yes,yes,no,no,no,yes,no,no,3,4,5,5,3,4,82,3,15,11.0
GP,F,16.0,U,GT3,T,1,3,services,at_home,other,mother,4,4,3,yes,yes,yes,yes,yes,no,yes,no,4,2,4,2,4,2,76,15,1,19.0
MS,M,21.0,U,GT3,T,2,0,at_home,other,other,other,3,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,5,2,2,2,61,15,1,3.0
GP,M,22.0,U,LE3,T,4,2,teacher,at_home,home,mother,2,4,0,no,no,yes,no,no,no,no,no,5,4,4,1,1,3,41,13,14,1.0
GP,F,17.0,R,LE3,A,0,2,other,services,home,mother,4,1,2,no,yes,yes,no,no,no,no,no,2,5,2,2,3,1,10,20,6,14.0
MS,F,17.0,U,LE3,T,0,4,teacher,at_home,reputation,mother,4,2,1,yes,yes,no,yes,no,no,yes,yes,1,5,4,3,4,3,39,2,2,15.0
MS,M,22.0,U,GT3,A,2,2,health,health,course,mother,3,1,3,no,yes,no,yes,yes,no,yes,yes,3,2,2,5,4,2,72,7,13,18.0
MS,M,22.0,U,LE3,A,0,2,at_home,health,course,father,3,3,3,no,no,yes,yes,yes,yes,no,yes,1,2,5,3,2,2,54,16,12,7.0
MS,M,20.0,R,LE3,A,1,4,at_home,other,other,other,4,3,0,no,no,yes,no,no,no,yes,yes,3,5,1,5,5,4,88,3,1,11.0
GP,M,20.0,R,LE3,T,0,1,teacher,other,reputation,mother,3,4,3,no,no,no,no,yes,no,yes,no,1,5,4,2,3,5,49,15,11,2.0
MS,F,20.0,U,LE3,A,3,1,health,services,course,other,1,2,3,yes,yes,no,no,yes,no,no,no,2,4,5,5,4,2,7,9,6,0.0
GP,F,20.0,U,GT3,A,4,1,teacher,services,course,mother,2,1,2,no,yes,no,no,no,no,no,no,4,2,5,2,2,2,15,11,10,3.0
GP,F,22.0,R,GT3,A,4,1,teacher,services,home,mother,1,4,2,yes,yes,no,no,yes,yes,no,no,3,4,1,3,5,5,32,3,0,0.0
MS,F,15.0,U,LE3,A,3,0,health,at_home,reputation,father,4,3,2,yes,yes,yes,yes,no,no,no,yes,3,2,1,1,3,3,0,12,1,18.0
GP,M,18.0,U,LE3,T,0,2,health,health,course,other,4,4,2,no,no,yes,yes,no,yes,yes,yes,4,4,1,5,1,3,24,19,8,1.0
MS,F,18.0,U,GT3,T,0,2,services,other,reputation,father,3,4,1,no,no,yes,no,no,no,no,yes,3,4,2,5,1,2,88,11,18,20.0
GP,M,22.0,R,GT3,A,4,2,teacher,other,reputation,other,4,1,3,no,yes,yes,yes,yes,no,no,yes,1,5,3,1,2,5,45,10,16,13.0
GP,M,21.0,R,LE3,T,4,3,at_home,health,reputation,other,1,3,1,no,no,yes,no,yes,no,yes,yes,3,1,1,2,1,5,51,9,20,15.0
MS,F,15.0,U,GT3,A,2,4,teacher,at_home,reputation,father,3,1,2,yes,yes,yes,no,no,yes,no,yes,4,4,1,1,5,4,74,6,20,20.0
MS,F,15.0,U,LE3,A,0,4,at_home,health,course,father,1,4,3,no,no,yes,no,yes,no,yes,no,2,4,1,5,1,5,39,19,9,17.0
MS,M,20.0,R,LE3,T,2,1,services,other,reputation,mother,3,4,2,no,no,yes,yes,no,yes,no,no,2,1,2,2,5,2,54,8,7,16.0
MS,F,20.0,U,LE3,T,1,2,at_home,services,other,mother,4,2,2,yes,no,yes,no,yes,no,yes,yes,1,1,2,5,4,1,89,15,7,15.0
MS,M,18.0,R,LE3,A,3,3,services,services,other,other,3,4,2,no,no,yes,yes,yes,yes,no,yes,1,2,3,5,2,2,79,12,8,18.0
GP,F,16.0,U,LE3,A,3,0,at_home,services,home,mother,3,2,1,no,yes,no,no,no,no,no,yes,4,2,4,1,3,4,87,20,4,2.0
MS,M,18.0,U,GT3,T,0,3,services,at_home,home,other,4,1,1,yes,yes,no,yes,yes,yes,no,yes,3,5,1,3,5,5,30,12,1,19.0
GP,F,21.0,U,GT3,T,3,1,services,at_home,course,father,2,2,1,no,no,no,yes,no,yes,no,no,5,4,3,4,4,3,62,10,11,14.0
GP,F,19.0,R,GT3,A,2,4,at_home,services,other,other,4,1,3,no,yes,no,no,yes,no,no,yes,3,2,4,5,5,1,1,9,13,7.0
GP,F,20.0,U,GT3,A,3,1,health,teacher,home,other,2,3,0,no,yes,no,yes,no,yes,no,yes,5,5,3,4,1,3,11,8,13,15.0
GP,F,20.0,R,GT3,A,4,1,teacher,services,home,other,1,3,1,yes,yes,yes,yes,yes,no,no,yes,5,4,2,2,5,1,21,17,2,12.0
GP,M,22.0,U,LE3,T,1,3,other,at_home,home,other,3,4,2,no,no,yes,yes,no,yes,no,yes,5,5,4,2,1,3,11,0,16,11.0
MS,F,18.0,R,LE3,T,2,1,teacher,at_home,other,mother,4,1,2,yes,no,no,no,no,no,yes,yes,1,1,4,3,1,3,87,2,20,18.0
MS,M,16.0,R,LE3,A,3,3,services,other,reputation,father,4,2,2,yes,no,no,yes,no,no,yes,no,1,2,3,1,1,4,2,11,17,14.0
MS,F,21.0,U,LE3,A,3,3,health,services,reputation,father,4,1,2,yes,yes,no,no,yes,no,yes,yes,1,4,4,4,3,5,59,1,0,18.0
GP,F,18.0,R,GT3,A,4,4,other,health,course,mother,2,2,1,yes,no,yes,yes,yes,no,yes,yes,5,1,5,4,2,4,20,8,7,2.0
MS,M,18.0,R,GT3,A,0,0,other,health,reputation,mother,2,1,1,yes,yes,no,yes,no,yes,no,no,2,1,3,2,2,4,7,13,11,7.0
GP,M,18.0,U,LE3,T,4,4,health,health,home,mother,3,3,1,no,yes,yes,no,yes,yes,yes,no,3,3,5,1,3,4,56,14,16,4.0
MS,F,16.0,U,GT3,T,2,1,at_home,teacher,home,father,2,4,2,no,yes,no,no,yes,yes,yes,no,5,4,3,2,4,2,87,15,13,0.0
MS,F,22.0,R,GT3,T,0,1,at_home,at_home,home,mother,3,3,2,no,no,yes,no,no,no,no,no,3,5,2,5,5,4,15,7,13,8.0
MS,M,18.0,R,LE3,T,3,4,other,teacher,home,other,3,1,3,yes,yes,no,yes,no,yes,no,no,1,3,3,3,3,2,28,7,20,6.0
GP,F,18.0,U,LE3,T,0,1,other,teacher,reputation,mother,3,4,0,yes,no,no,yes,yes,no,yes,no,3,1,3,4,3,5,87,8,1,5.0
MS,F,16.0,U,LE3,A,4,2,services,other,course,father,4,2,1,yes,no,no,yes,yes,yes,no,yes,5,1,4,2,5,1,49,17,15,1.0
GP,M,15.0,R,LE3,T,0,4,health,services,course,other,3,2,0,yes,yes,no,no,no,yes,no,no,4,4,5,3,2,5,29,20,16,4.0
GP,F,15.0,U,GT3,T,3,1,teacher,other,other,mother,4,4,0,yes,yes,yes,no,yes,yes,no,yes,4,2,5,5,4,5,21,2,16,18.0
MS,F,16.0,R,GT3,A,4,4,health,at_home,course,other,1,3,3,no,no,no,yes,yes,no,yes,no,3,1,3,2,5,1,56,6,17,17.0
MS,M,18.0,R,LE3,T,0,1,at_home,teacher,other,mother,4,4,2,yes,no,no,yes,yes,no,no,yes,4,3,3,4,4,3,46,1,10,2.0
GP,F,18.0,U,GT3,T,2,3,other,services,other,other,3,1,2,no,no,no,no,no,no,no,yes,5,4,4,3,5,1,0,11,0,12.0
MS,M,16.0,U,LE3,T,1,2,health,at_home,other,father,4,3,2,yes,no,no,yes,no,yes,no,no,3,1,3,2,3,3,20,20,2,1.0
GP,M,22.0,R,LE3,A,3,3,at_home,at_home,course,father,1,2,0,no,no,yes,yes,yes,no,yes,yes,2,2,2,4,4,3,47,15,5,2.0
MS,M,21.0,U,GT3,A,2,1,other,services,course,mother,1,2,3,yes,yes,no,no,yes,no,yes,no,2,5,3,2,1,2,41,3,9,10.0
GP,M,18.0,U,GT3,A,1,2,services,services,reputation,mother,3,4,1,no,no,yes,no,no,no,yes,no,1,4,2,4,3,2,21,17,18,17.0
MS,F,19.0,U,GT3,T,3,2,other,other,reputation,other,1,4,2,yes,no,no,no,yes,no,no,yes,3,3,4,2,2,5,76,8,6,3.0
GP,F,20.0,R,LE3,T,1,1,teacher,at_home,home,other,2,3,0,no,no,no,yes,yes,no,yes,no,2,5,3,5,4,2,3,1,0,13.0
GP,M,19.0,U,LE3,A,0,0,other,teacher,course,mother,1,3,1,yes,no,yes,no,no,no,yes,yes,3,3,4,5,4,3,50,3,13,16.0
GP,F,21.0,U,GT3,A,0,2,other,at_home,reputation,other,3,1,1,yes,no,yes,no,yes,no,no,no,4,1,1,5,2,5,0,18,19,3.0
MS,F,22.0,U,GT3,A,2,3,other,teacher,course,father,4,4,0,yes,yes,no,no,no,yes,no,yes,4,3,4,5,5,4,74,10,10,13.0
MS,M,19.0,R,LE3,T,2,4,services,services,home,father,2,2,3,yes,no,no,no,no,no,yes,yes,1,1,5,5,2,2,90,2,9,20.0
MS,M,16.0,U,GT3,A,4,4,teacher,health,reputation,father,2,1,3,no,yes,yes,no,yes,yes,yes,yes,4,3,5,3,3,5,30,11,0,5.0
MS,M,17.0,R,LE3,T,1,2,services,teacher,other,father,1,3,2,yes,no,no,no,yes,no,no,no,3,3,1,5,1,1,30,17,11,14.0
MS,M,17.0,U,LE3,A,2,1,at_home,health,home,mother,1,4,2,no,yes,yes,yes,no,yes,no,no,4,1,2,1,5,3,0,20,10,7.0
GP,M,17.0,R,GT3,A,4,1,services,services,course,other,2,2,0,yes,no,no,yes,no,no,no,no,1,3,4,3,4,5,28,2,12,10.0
MS,F,17.0,R,LE3,T,4,3,at_home,teacher,course,other,3,4,3,no,no,yes,no,yes,yes,yes,no,3,5,3,1,2,4,88,3,10,6.0
GP,M,21.0,R,GT3,A,3,0,at_home,health,reputation,mother,4,3,1,yes,no,yes,yes,yes,no,yes,no,5,2,5,2,3,1,90,5,9,1.0
MS,F,22.0,R,GT3,T,1,0,at_home,at_home,home,other,4,1,0,yes,no,no,no,no,no,no,yes,1,3,3,2,1,5,85,16,8,9.0
MS,M,18.0,U,GT3,A,1,4,services,health,course,mother,4,4,2,no,yes,no,no,yes,yes,no,no,5,4,2,2,5,5,44,17,14,5.0
GP,F,22.0,R,LE3,A,2,1,teacher,health,reputation,mother,1,3,3,no,no,yes,yes,yes,no,yes,yes,5,4,4,4,5,2,42,17,13,10.0
MS,M,21.0,R,LE3,T,2,0,services,health,course,other,4,3,1,no,no,no,no,no,no,yes,no,4,2,4,4,2,4,41,0,5,4.0
GP,M,22.0,U,LE3,A,3,0,health,other,reputation,mother,3,3,2,yes,yes,yes,yes,no,yes,yes,yes,2,5,5,3,5,5,77,0,14,1.0
MS,M,20.0,R,LE3,A,4,4,health,services,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,yes,3,1,4,1,4,2,46,4,6,16.0
MS,M,20.0,R,GT3,A,0,1,services,other,reputation,mother,4,4,0,no,yes,yes,yes,yes,no,yes,yes,1,2,4,1,5,5,56,1,20,17.0
MS,M,15.0,R,LE3,T,2,3,services,health,other,father,4,3,2,yes,no,yes,no,yes,yes,yes,no,3,3,1,3,5,3,9,6,3,18.0
GP,F,16.0,U,LE3,A,2,3,other,teacher,course,other,3,1,2,yes,yes,no,yes,yes,yes,yes,yes,1,5,2,4,3,5,11,2,12,12.0
MS,M,20.0,U,GT3,T,1,4,other,other,home,father,3,4,3,yes,yes,yes,yes,yes,no,no,no,5,1,4,2,3,1,8,18,14,18.0
MS,F,21.0,U,GT3,T,4,0,other,teacher,other,mother,1,1,2,no,yes,no,no,yes,no,no,no,4,2,3,3,3,5,27,12,19,20.0
MS,M,17.0,U,GT3,T,2,2,other,other,course,mother,1,3,1,yes,yes,yes,yes,yes,yes,no,no,2,2,5,2,3,4,82,1,16,15.0
GP,M,21.0,R,GT3,A,2,4,at_home,services,course,mother,1,4,1,no,yes,no,yes,no,yes,yes,no,5,5,3,1,2,3,59,0,3,17.0
MS,F,17.0,U,LE3,T,4,1,services,other,reputation,other,3,1,0,no,yes,no,no,yes,no,no,yes,1,4,1,4,5,1,51,0,9,11.0
GP,F,19.0,U,GT3,A,2,2,services,services,other,mother,1,1,3,yes,yes,yes,no,no,no,no,yes,3,1,3,2,4,4,23,17,2,12.0
MS,F,22.0,U,GT3,A,1,4,at_home,teacher,other,mother,3,4,3,no,no,no,no,no,no,no,yes,4,2,5,1,2,1,61,5,13,13.0
MS,F,17.0,U,GT3,A,2,2,other,other,reputation,mother,4,1,2,no,yes,yes,no,no,yes,yes,yes,4,3,1,3,4,2,79,7,17,0.0
MS,M,15.0,U,GT3,T,4,3,health,at_home,reputation,other,4,1,2,yes,yes,yes,no,yes,no,yes,no,3,2,3,2,2,4,82,0,7,4.0
GP,M,19.0,R,LE3,T,2,4,other,at_home,reputation,father,2,2,3,no,no,yes,yes,no,yes,no,no,5,3,5,1,1,1,71,17,19,5.0
GP,F,17.0,U,LE3,A,1,1,other,health,home,father,2,3,3,yes,no,yes,no,no,yes,yes,no,5,2,2,1,2,5,81,16,20,16.0
MS,F,17.0,U,LE3,A,1,1,at_home,health,reputation,other,2,4,2,yes,yes,no,yes,no,no,no,yes,1,4,3,5,4,3,49,11,10,2.0
GP,M,16.0,R,GT3,A,3,4,services,teacher,course,father,1,2,1,yes,yes,yes,no,yes,yes,yes,no,2,2,3,1,5,4,46,16,1,6.0
MS,M,19.0,U,LE3,T,0,2,teacher,teacher,home,other,2,4,1,yes,yes,no,no,yes,yes,no,yes,3,3,2,5,3,5,60,18,20,12.0
MS,F,15.0,R,GT3,A,2,3,at_home,health,home,father,3,4,2,yes,yes,yes,yes,no,no,yes,no,4,2,4,1,1,2,39,9,8,7.0
MS,F,21.0,R,LE3,T,3,1,at_home,other,course,mother,4,3,0,no,no,no,no,no,yes,no,yes,3,4,5,4,1,2,83,7,8,5.0
GP,F,16.0,R,GT3,T,4,0,services,other,course,other,4,1,2,yes,yes,no,yes,yes,no,yes,no,1,3,1,3,5,4,5,7,6,19.0
MS,M,20.0,U,LE3,T,3,4,other,teacher,other,other,1,2,1,no,yes,no,yes,no,yes,no,yes,4,3,2,3,4,4,84,16,5,16.0
MS,F,21.0,R,GT3,A,0,2,at_home,other,reputation,father,4,4,0,no,no,yes,no,yes,yes,yes,no,5,4,4,4,3,5,40,4,2,12.0
